pca1,pca2,community,t-sne1,t-sne2,simplified community,username,engagement_score,retweet_count,favorite count,followers count,tweet_text
-13497.543427229546,-0.0273100597146014,4,-8.985886,35.92516,4,me,0.0353356890459364,0,10,282,@RWBY_Fan10000 @MCU_Direct @MarvelStudios They have to recast black panther.  The original actor passed. They can’t  just eliminate character.
-11911.543427228897,-0.0626165537187409,46,47.30794,-24.515106,Other,jr,0.0,0,0,1868,@gizmogirl52515 @CMPunk Black Panther (Chadwick Boseman) has passed away
-11911.543427228897,-0.0626165537187409,46,47.30794,-24.515106,Other,jr,0.0,0,0,1868,@ZackScott have you seen the black panther statue in Fortnite. They put it in there after Chadwick passed away.
-11911.543427228897,-0.0626165537187409,46,47.30794,-24.515106,Other,jr,0.0,0,0,1868,The world is in for….a world (?) of hurt lol everybody has to prove how “tough” they are by provoking each other to death….&amp; all we do to pass the time is watch Disney marvel content Lmao
-11911.543427228897,-0.0626165537187409,46,47.30794,-24.515106,Other,jr,0.0,0,0,1868,@ODEONCinemas Think Shang-Chi is the only answer here😄..good fun&amp;excellent fight choreography/stunts (Marvel had the legendary Brad Allan the first non Asian to join Jackie Chans stunt team who sadly passed away in August work on the movie).Movie dedicated to him in the credits👏#Shang-Chi
-13730.543427228897,-0.06265003781775,785,-52.95097,-32.054607,Other,sirkwes,0.0,0,0,49,@Pinky_Balboa I believe in the comics the black panther power is passed on so I think they should do that. Not right away but at some point. Maybe do a sequel and acknowledge chadwicks black panther and select a new one. Two carry two more films. But yeh it’s a sad situation all around
-13526.54342722904,-0.0547722668436614,0,-19.24803,25.28597,0,short & sweet cinema,0.0078740157480314,1,1,253,"REMEMBERED-Actor #ChadwickBoseman has passed at 43.Accomplishing more in a few years than some actors are able to in an entire career,Boseman's immense talent shined through early &amp; came to fruition in defining roles like #JackieRobinson,#JamesBrown,&amp;,of course,@theblackpanther. https://t.co/kJaEfPZjoV"
-13437.54342722895,-0.0597291923872419,374,2.4868853,9.530231,Other,234 essential,0.0029154518950437,1,0,342,"@AOT2 and @Uhgochee pay respect to the iconic actor Chadwick Boseman (black panther) who recently passed as a result of cancer , they also discuss female inheritance in Igbo culture , BBNaija updates ,props and flops of the week.

Stream/Download Episode: https://t.co/KoIUpzdklk"
-12609.543427228897,-0.0626294024824069,223,26.827923,6.069016,Other,fel sniper,0.0,0,0,1170,"@keeng_david @TheRealCzon @wolexz_tricks Yeah the sister will be great but you can't kill of a character cus the actor passed

The black panther (Tchala) character is needed in the MCU"
-13377.54342722894,-0.0601621502258698,224,4.4811463,-11.7957945,Other,aydenツ,0.0024813895781637,0,1,402,"@BladeSatanic @OofBrent @SouthieFromSTW1 I DO NOT AGREE WITH GHOSTCLICKBAITER But, Black panther is NOT actor, he did not even mention the actor who sadly passed.

But yea i still think he should be banned."
-11437.543427228911,-0.0617542218531402,225,47.980217,-8.92328,Other,r☆ven👸🏿,0.0008536064874093,0,2,2342,"@AngelAl3xander @NariSpaceCamp maybe she should’ve given is time to breathe, however there have been some people thatve done the same and got praised for it. on top of that Amy already had a Black Panther attire way before Chadwick passed away."
-13674.543427228897,-0.0626490069713814,786,-45.534912,-7.8463793,Other,joe home,0.0,0,0,105,"@greggutfeld black panther sorry he passed but he is an actor, he is not Thurgood Marshall"
-11386.543427228897,-0.0626068895340352,1,47.641094,-7.731566,1,frank fitzpatrick,0.0,0,0,2393,"Rest In Peace @chadwickboseman who passed after a 4 year battle with cancer. He was known for playing the likes of James Brown and Jackie Robinson, finally becoming a superhero in Wakanda and America’s heart forever, in the box-breaking film Black Panther. https://t.co/RvfNhMd6gT"
-12558.543427228897,-0.0626284636758926,787,26.00802,2.1411934,Other,actormichaelmerchant,0.0,0,0,1221,"Not the time to be having these types of discussions about Black Panther and Chadwick Boseman @YahooEnt. Who is having these conversations except the people writing news articles? Parents are having to explain to kids why their hero is dead. ""Initial shock... has passed."" Wtf RTR https://t.co/n8hVROOe0r"
-13532.543427228897,-0.0626463930395181,3,-19.084389,22.024134,3,andrew webster,0.0,0,0,247,@Thisfuckin_guy @CultureCrave She does but T’Challa was needed to be in black panther 2 to progress the story and pass the mantle naturally it might confuse kids more if all of a sudden black panther is female. Also would not be the first actor to switch roles in the superhero universe would it ?
-7743.543427228899,-0.0623741841081554,788,63.403255,18.27348,Other,ebonée reigne noel,0.0001656451880072,0,1,6036,"@IrieDame If you like podcasts there's a great interview with him on the Awards Chatter podcast. It goes over his whole career up until Black Panther. Where he's from, how he became an actor, early days etc. I actually listened to it just a few days before he passed."
-13753.543427229575,-0.025613424164043,1,-66.10758,4.856005,1,steveprimeg,0.037037037037037,0,1,26,"Sad to her black panther actor @chadwickboseman has passed my he rest in peace ""wakonda forever"""
-13723.54342722922,-0.0451060493128311,0,-46.845238,-37.18972,0,guy fleegman,0.0175438596491228,0,1,56,"@Wick014 @MarvelStudios It would be so devastating to have TChalla die in Infinity War, come back to his family, and then pass away again"
-13743.543427248796,1.0184308039597096,17,-67.00433,-6.2020717,Other,aura of twilight,1.0810810810810811,2,38,36,"@latimes My memory is crap to begin with, but I know for a fact that I loved Chad's performance as the Black Panther. When I heard he had passed I nearly started balling. You could tell he was a beautiful soul even if he was acting or not. He died young but left a lasting legacy. RIP 🙏"
-13777.543427228897,-0.0626509029923808,105,-38.47714,44.855164,Other,randy wehnes,0.0,0,0,2,"@JordanPeele Mr. Boseman's performance in ""Black Panther"" never gave an indication of his illness. I am devastated. Please pass my sorrow along to his Family. RIP."
-13777.543427228897,-0.0626509029923808,105,-38.47714,44.855164,Other,randy wehnes,0.0,0,0,2,"@SterlingKBrown Mr. Boseman's performance in ""Black Panther"" never gave an indication of his illness. I am devastated. Please pass my sorrow along to his Family. RIP."
-13777.543427228897,-0.0626509029923808,105,-38.47714,44.855164,Other,randy wehnes,0.0,0,0,2,"@icecube Mr. Boseman's performance in ""Black Panther"" never gave an indication of his illness. I am devastated. Please pass my sorrow along to his Family. RIP."
-13777.543427228897,-0.0626509029923808,105,-38.47714,44.855164,Other,randy wehnes,0.0,0,0,2,"@JordanPeele Mr. Boseman's performance in ""Black Panther"" never gave an indication of his illness. I am devastated. Please pass my sorrow along to his Family. RIP."
-13777.543427228897,-0.0626509029923808,105,-38.47714,44.855164,Other,randy wehnes,0.0,0,0,2,"@SterlingKBrown Mr. Boseman's performance in ""Black Panther"" never gave an indication of his illness. I am devastated. Please pass my sorrow along to his Family. RIP."
-13777.543427228897,-0.0626509029923808,105,-38.47714,44.855164,Other,randy wehnes,0.0,0,0,2,"@icecube Mr. Boseman's performance in ""Black Panther"" never gave an indication of his illness. I am devastated. Please pass my sorrow along to his Family. RIP."
-13777.543427228897,-0.0626509029923808,105,-38.47714,44.855164,Other,randy wehnes,0.0,0,0,2,"@JordanPeele Mr. Boseman's performance in ""Black Panther"" never gave an indication of his illness. I am devastated. Please pass my sorrow along to his Family. RIP."
-13777.543427228897,-0.0626509029923808,105,-38.47714,44.855164,Other,randy wehnes,0.0,0,0,2,"@SterlingKBrown Mr. Boseman's performance in ""Black Panther"" never gave an indication of his illness. I am devastated. Please pass my sorrow along to his Family. RIP."
-13777.543427228897,-0.0626509029923808,105,-38.47714,44.855164,Other,randy wehnes,0.0,0,0,2,"@icecube Mr. Boseman's performance in ""Black Panther"" never gave an indication of his illness. I am devastated. Please pass my sorrow along to his Family. RIP."
-13582.543427228988,-0.0575968083875565,789,-11.258589,-7.6894965,Other,third strongest maria cadenzavna eve fan,0.005050505050505,0,1,197,"@mrkrabs173 The actor for Black Panther ,Chadwick Boseman, passes away sadly... sorry to tell ya"
-13756.543427231964,0.104016150241674,0,-64.94419,8.489651,0,sky realest,0.1666666666666666,0,4,23,"@MarvelStudios Any other black panther actor should be black, and someone unknown, showing in the movie how he passed on n hand over his crown to maybe his son to protect wakanda or help in time of crisis.. and don't use any white person or big Hollywood name to play that character in respect"
-13703.543427229371,-0.0366755148285106,0,-33.790024,-27.724813,0,robert churchill,0.0259740259740259,0,2,76,"@ThatAshleyErin @MikeYuan82 @whiskynsunshine My biological father died from colon cancer so I know what it does
My moms (who passed) loved ‘42’
Reading and hearing what the film Black Panther meant to so many people (and for representation)
To know he persevered through all of it to make T’Challa come to life ...
So heroic!"
-13703.543427229371,-0.0366755148285106,0,-33.790024,-27.724813,0,robert churchill,0.0259740259740259,0,2,76,"Sad to hear Paul Soles passed away on May 26th.
For kids of the 70’s he was and always will be the voice of Spider-Man.
He did other roles, but his voice brought one of my Fav comic heroes to life.
@Marvel @MarvelStudios @MarvelStudiosCA please honour him in SpiderVerse🥰 https://t.co/CAQ8Qqruwx"
-11461.543427228904,-0.0621770497782496,99,47.822144,-9.640898,Other,mickey ⁷ ⟭⟬ 🇵🇸 fck moon taeil,0.0004312203536006,0,1,2318,@Basmala59633343 @bruviez @adorejmjk He's the one who plays black panther who sadly passed away from colon cancer😔
687737.456572771,-0.049707500225212,1,74.037445,-17.791662,1,iol news,2.993508363292175e-05,3,18,701517,"In honour of @chadwickboseman, who passed away on Friday, August 28, M-Net Movies has acquired the rights from The Walt Disney Company Africa for a special screening of Marvel Studios’ #BlackPanther
@IOL_Lifestyle
https://t.co/ckeWggQJsV"
-13641.543427228897,-0.0626483995083428,86,-38.413246,9.476335,Other,r&m comics,0.0,0,0,138,"@PenhaLeno @johncampea No you’re not dismantling anything by recasting, TChalla is too important as a character to let him go because an actor who was serving HIM THE CHARACTER has passed. That’s just the fact, actors are serving the characters who in turn serve the story."
-12988.54342722892,-0.0613737528407396,790,13.824149,37.961636,Other,mimi madness ✨,0.0012626262626262,0,1,791,"@jasmineMoriah And that’s literally what she was saying! That instead of telling them that the Black Panther died, take the time to explain what actors are and how it’s still okay to be upset that the actor has passed. But only if they can have that convo with basic understanding‼️‼️‼️"
-11464.543427228904,-0.0621765464265747,99,47.78003,-9.738071,Other,mickey ⁷ ⟭⟬ 🇵🇸 happy jk day!🐰,0.0004317789291882,0,1,2315,@Basmala59633343 @bruviez @adorejmjk He's the one who plays black panther who sadly passed away from colon cancer😔
-13384.543427228942,-0.0601184161345771,1,4.680951,-10.129888,1,leesh,0.0025252525252525,0,1,395,"Before I would cry at Black Panther bc representation is fucking important. It made me feel things not many people could understand. Now I cry bc @chadwickboseman, the king in this incredible film has passed. My heart is heavy, I am broken. Rest easy, king.. 😪😔 https://t.co/knyj2zYAvR"
-13316.543427228937,-0.0604872445040175,791,-1.1788542,-27.91532,Other,angela badami-knight,0.0021551724137931,0,1,463,"@CanvasEmpty We’re not telling Rocco. The actor died, not the character. Black Panther lives on! I hope they maybe pass the black panther character on to Suri! Plot wise it makes sense!"
-13707.543427229904,-0.0078550938864749,792,-33.070652,-32.12191,Other,me stan account,0.0547945205479452,0,4,72,"@DistantWindow Their kid loves Black Panther. I doubt these parents went to their children and said, “Chadwick Boseman passed away.” The character of Black Panther can still be very much alive to these kids even though the actor playing them unfortunately died."
-13653.54342722933,-0.0390265731598987,793,-45.787132,4.721229,Other,pharpemip,0.0236220472440944,0,3,126,"@tracyrenee70 I AGREE! Why let a child fantasize &amp; actually mourn that a favorite super hero is dead?! Instead, let her/him know the Black Panther will live on &amp; be played by a new actor. Maybe also explain that Chadwick Boseman had been ill, passed, but is no longer suffering with illness."
-13576.543427229077,-0.0528432814216089,794,-11.023295,-4.101907,Other,elina,0.0098039215686274,0,2,203,@CPQA_Unofficial Most of those kids wouldn’t even know the actor had passed or associate that with black panther.
-11969.543427228897,-0.0626176213810513,3,46.457146,-27.201494,3,alex kayode-kay,0.0,0,0,1810,"@EW Fuck that noise.I'm a Black Panther fan &amp; I want the character to live onscreen beyond Chadwick's immense portrayal.We have so few iconic black superheroes as it is, that retiring our biggest one because actor has passed is self-defeating.Never do this for 007, Batman or Superman"
-13594.543427228897,-0.062647534333712,13,-15.67681,-13.124681,13,tish,0.0,0,0,185,"Kendrick Lamar, SZA - All The Stars (Black Panther version) https://t.co/fcV23yz6Fa via @YouTube.  Watched #Blackpanter  and so hard to believe this young man gas passed  great actor,  human  may his family find peace#wakand4ever"
-13551.543427228977,-0.0582799305638904,2,-14.956766,9.910743,2,cammi,0.0043668122270742,0,1,228,@jemelehill Oh it has to keep going for sure. They can respectfully acknowledge his passing in the film. And it doesn’t make sense to retire the role when the powers of the black panther come from the special flowers in Wakanda! The powers can be passed on.
-8079.543427228896,-0.0625460143743744,795,62.2739,19.355118,Other,jillian kirby (granddaughter of jack kirby),0.0,0,0,5700,"@BrentNYT Heartbroken over the loss of Chadwick Boseman!  He passed on my grandfather, Jack Kirby's 103rd birthday.  A sad arc between the creator of Black Panther, and the actor who created the on screen persona,  inspiring us all!  An extraordinarily talented and courageous man!"
-6593.543427228953,-0.0594575776195767,51,66.90898,15.159311,Other,"jason hurley/sf=$24,399,313 min=$613,374",0.0030610825100876,2,20,7186,"I'm so heart broken that @ChadwickBoseman passed away yesterday he was so amazing as Black Panther in his 4 appearances in the MCU, never saw 42 or his other movies, but the fact he did those movies while battling colon cancer is a testament to his strength &amp; will he'll be missed"
-13412.543427229946,-0.0055789666917096,2,5.266686,-1.2205784,2,myli_visus_žmones,0.0570652173913043,0,21,367,@dprises @halleberry @jemelehill That doesn't do anything but show him Black Panther was an actor in the suit and not the true nature of the character he looks up to. The actor may have passed but Black Panther lives within my son thanks to @chadwickboseman and I won't kill that Black excellence he helped create
-13726.543427229237,-0.044131445667348,15,-49.13033,-35.644577,15,joycelyn durk,0.0185185185185185,0,1,53,@kidnoble Black Panther lives!!!! Only the actor who played him passed on to Glory. BP lives on through all of us who embody the ethos and spirit!
-8365.543427228895,-0.0625512790540427,15,60.918793,19.773214,15,i dissent! #abracadabrany - i am jane roe,0.0,0,0,5414,"@kidnoble You DON’T, my god! #BlackPanther is forever! Only the actor has passed; his work is immortal. #ChadwickBoseman"
-13778.5434272381,0.4373490785996481,375,-37.328125,48.01163,Other,jjemba vincent,0.5,0,1,1,"@suppandiiii @Aubameyang7 Yo favorite movie actor in ""Black Panther ""passed on,my deeply heated condolences to little Bro"
-13777.543427228897,-0.0626509029923808,796,-39.170612,44.930614,Other,julie france,0.0,0,0,2,"@OOCanalgenocide Exeption faite du film black panther, il a fait quoi pour mériter ça ?
Dans le futur, quand les films du MCU seront passés de mode et n'interresseront plus que ceux ayant grandit avec (ça arrivera forcément), ils diront quoi aux gosses qui demanderont qui la statue représente ?"
-13433.543427228897,-0.0626445706504022,797,3.1684515,7.8703556,Other,melonodensetsu 🎮 octopath traveler 1,0.0,0,0,346,"@KeithandMovies Black Panther isn't dead, he's a imaginary character and should be treated as so, who sadly passes away is the actor that played black panther."
-13459.543427228897,-0.0626450492576448,15,-1.2177752,20.167398,15,timuri (xe/xem),0.0,0,0,320,"@kidnoble Re-watch the part where T'Challa drinks the black herb and visits his dead father. These things happen. As they show in the film, we all cross over and yet the mantle of Black Panther is passed on, perhaps to his Queen, General, or Sister?"
7640.456572771098,-0.0621165915881768,376,73.94061,-4.4459257,Other,kingmakersgamedev,0.000140049484151,1,2,21420,"@BriannaWu This is kindof an insane take.

Black Panther is literally established as something that passes from person to person. 

In fact, out of all of the Marvel superheroes, the Black Panther role is probably the MOST fitting to pass to a new actor."
-13572.543427229071,-0.0530317447429683,798,-11.040242,-1.3210366,Other,aaron primmer,0.0096153846153846,0,2,207,"@BenWehmasTMR Always heard about him doing great things off film sets as well. Just an all around, genuine guy who cared for other more than himself... passed way before he should've. Wakanda Forever 💪🏿"
-13558.543427228897,-0.0626468716467607,799,-13.5983515,6.80166,Other,piertotum locomotor,0.0,0,0,221,"@HamillHimself I don't know him until today. But my son knows him and was very sad about he is passed away. 😥 Rest in Peace ""Black Panther""!"
-12447.543427228897,-0.0626264203911263,800,28.20253,-26.105087,Other,matthew,0.0,0,0,1332,@RingMasterRa33 First thing I thought of when I heard he passed was your post when Black Panther first came out. Film came out in his enemy year and you said he was likely being set up for a big fall.
-13434.543427228897,-0.0626445890583731,304,3.0342364,8.422807,Other,freddyrigby,0.0,0,0,345,@DJCookYT Get ready cuz they will do a “Calling black panther at 3am” video sense he passed away :(
-13489.543427228897,-0.0626456014967708,15,-6.2182727,33.516323,15,michael lukash,0.0,0,0,290,"@kidnoble Tell them the truth: a great actor died, but Black Panther lives on.  Another person of color can inherit the symbol to carry on the tradition. 

The torch of excellence and hope must always be passed, any even the child themselves can be that symbol."
-13726.543427229237,-0.044131445667348,376,-49.13033,-35.644577,Other,samuel gallamore,0.0185185185185185,0,1,53,"@BriannaWu I do not envy the writers of Black Panther 2,  his character was just getting started and had so many stories to tell. I’d hate to see his legacy end, I say pass it to Shuri since she is the most recent Black Panther in the comics, and people goddamn loved her in the first film"
-13452.543427228897,-0.0626449204018487,801,0.014684655,17.08441,Other,eddie pryce,0.0,0,0,327,@dbrown712 I say black panther lives forever in his world. The life of the actor is something I'd pass on but what do I know... haha. It sucks tho
-13171.543427228926,-0.06099771163724,0,16.395548,-31.112144,0,fat jesus,0.0016420361247947,0,1,608,@attorneycherika @MarcWatkinsEsq Black Panther didn’t die the actor that played him passed I can’t tell you how to interact with your child but the character that he loves still lives he can continue to watch the movies and continue to be inspired
-13171.543427228926,-0.06099771163724,0,16.395548,-31.112144,0,fat jesus,0.0016420361247947,0,1,608,@atlblerd2 @Marvel @MarvelStudios Quick question had Chadwick not passed away and Marvel still was not giving BP a 3 movie arc what would the hashtag be instead of recast T’challa?
-11996.543427228897,-0.0626181183962647,802,45.800312,-28.532473,Other,stephen cornelious,0.0,0,0,1783,@BComputronics He the black panther actor. Sorry about your wife. Grandma passed from colon cancer as well.
-13247.543427228897,-0.0626411467678207,15,5.4823227,-41.710796,15,michèle,0.0,0,0,532,"@kidnoble You don't, the actor passed, but the Black Panther still lives on."
7098.456572771083,-0.0612608228958287,0,73.81158,-4.0964704,0,d.m. galloway | dgdx animation,0.0010057952967096,1,20,20878,@MarvelStudios Some of you don’t understand what I mean. Retire T’Challa. Black Panther (the hero title) CAN (and should) be passed on to T’Challa’s sister Shuri. But no other actor should play T’Challa out of respect. At least not in this continuity of the franchise.
-13401.543427228897,-0.0626439815953344,138,5.311304,-5.1773067,Other,john dillinger,0.0,0,0,378,@Prez And the actor who played The Black Panther passed that doesn’t mean the Black Panther character died and for your information there are a lot more black Superheroes Luke Cage Black Lightening War Machine that’s just to name a few. So go play super sucker with yourself. https://t.co/UM8IeRupRn
-13624.543427228897,-0.062648086572838,13,-29.379387,0.97087103,13,erika trenell,0.0,0,0,155,Actor and Producer #chadwickboseman #R.I.P has just pass at the age of 4... https://t.co/aZ6Q0mVGH9 via @YouTube
-13163.543427228897,-0.0626396004982678,803,16.824406,-30.005146,Other,acotonio,0.0,0,0,616,"@jasminecrowe into detail about incandescent works, tungsten filament, etc.  Obviously he didn’t understand all at the time, but he likes that I explain things to him.  

For this, I think I’m going to explain how Chadwick the actor passed but Black Panther lives on in our hearts and /2"
-13640.543427228897,-0.0626483811003719,15,-37.71803,9.338845,15,"nicole j. harris, phd (she/her)",0.0,0,0,139,@kidnoble You don’t. Black Panther is very much alive everytime you watch the film. The very talented actor passed and that is sad.
-12934.54342722894,-0.0602713188790856,318,20.290367,40.888527,Other,jill braff,0.0023640661938534,0,2,845,"Last night we watched as all of the @mlb wore 42 to honor Jackie Robinson. We talked about the film and how much #ChadwickBoseman brought to the story. Stunned that he passed, profoundly sad for our collective loss. Sending love to his family. Rest in power. ❤️"
-12293.543427228957,-0.0592611107821734,1,34.324627,-33.838272,1,councilwoman denise gray,0.0033624747814391,1,4,1486,We are all shocked to learn that @chadwickboseman has passed at the age of 43. He was more than an actor. He was a leader and used his fame for good. Rest well sir. Thank you for all your work seen and unseen from by the masses. Prayers to his family #StayEngaged #ChadwickBoseman https://t.co/QKrWw2PrSm
-13438.543427228897,-0.0626446626902565,1,2.5594113,9.9791975,1,sukari white,0.0,0,0,341,1976-2020 So Shocked that “The Black Panther” that he passed from colon cancer #chadwickboseman #chadwick #theblackpanther #actor @chadwickboseman https://t.co/0r7kdPMaVO
-11924.543427228897,-0.0626167930223622,804,47.41269,-25.208504,Other,alan,0.0,0,0,1855,"Either cancel #BlackPanther2 and just respect the first film as a #ChadwickBoseman film or pass the mantle over to #Shuri. @letitiawright has the charisma, likability and acting chops to handle that kind of responsibility. Just please don't recast #Tchalla."
-13704.543427228897,-0.0626495592105075,805,-33.16052,-28.7945,Other,ىسمن 🫶🏼,0.0,0,0,75,@7DlOR king tchalla passed away 😭
-13411.543427229044,-0.0545140843742301,0,4.9915233,-1.724555,0,just karen,0.008130081300813,0,3,368,@jazzlandia_ @MarvelStudios I'd like to see Marvel honour Chadwick by giving T'Challa a funeral and pass the mantel of Black Panther to a young black actor and not recast T'Challa. Don't want another Fast fiasco.
135157.45657277107,-0.0598488840221107,1,72.71363,-14.043804,1,naijapals,6.042782902952906e-05,0,9,148937,"Black Panther star actor, Chadwick Boseman, has passed away following his battle with colon cancer. He was 43 years old. May his soul Rest In Peace. https://t.co/RhMlLqRVRW"
135157.45657277107,-0.0598488840221107,1,72.71363,-14.043804,1,naijapals,6.042782902952906e-05,0,9,148937,"Hollywood actor who played the role of Black Panther, a black superhero has passed on.

Chadwick Boseman has been battling stage IV collon cancer for 4 years. May his soul rest in peace.

📸: @chadwickboseman… https://t.co/jBhZVmE27F"
-11624.54342722894,-0.0602921611691352,806,48.324615,-14.758927,Other,unstoppableme87 ♒️,0.0023191094619666,1,4,2155,@TreySongz Through the good and bad I keep a smile on my face because everything will be alright but as we live we have to leave our mark on earth before we leave and pass on he was a amazing actor in Black Panther nobody else will make that movie or any other movies great again 🥺
-13660.543427229048,-0.0543154159264559,2,-46.90395,0.25488737,2,jolie renee,0.0083333333333333,0,1,119,@jemelehill My mom loved all his movies especially black panther before she passed last year. We we use to watch this movie over and over  again dang. I love  watch him actor to😭😭😭😭. Give my condolences to the family and friends. WooW what Amazing God given actor😍💯. RIP.
-9602.543427228897,-0.0625740497140065,20,52.435215,18.983662,Other,seth_fin private 🏆,0.0,0,0,4177,"Top story: @nowthisnews: 'BREAKING: Chadwick Boseman — star of 'Black Panther' — has passed away from colon cancer at age 43. His family confirmed the news on Twitter Friday night, saying “he died in his home, with his … https://t.co/MA0jhcIkce, see more https://t.co/aIHishjAHg"
-12457.54342722898,-0.0580914570785447,0,28.033775,-25.59817,0,gurps sahara,0.0045351473922902,2,4,1322,"@theblackpanther RIP... for the people saying don’t make Black Panther 2 and scrap the whole thing out of respect, i mean i didn’t hear people say scrap Batman when Heath Ledger passed, i’d imagine Chadwick would want his legacy to carry on, pave the way for another actor to carry the mantle..✊🏿"
-13750.543427229508,-0.0293170726438341,807,-67.10611,1.2410729,Other,tom shlok verma,0.0333333333333333,0,1,29,"The actor #ChadwickBoseman playing role of Black Panther is no more, Passed Due to Colon Cancer at 43
#RIPBlackPanther
#WakandaForever 
#ripchadwickboseman
#RipKing #ripChadwick
#RIPKingTchalla
https://t.co/Rs1fhZbSQg via @katiyar168"
-13690.543427228897,-0.0626493014989153,18,-38.991535,-17.602686,Other,robinson_not 🇯🇵🇺🇸,0.0,0,0,89,@Nate_moseby @andrewklavan @jaketapper @realDonaldTrump What?!?! Who didn't like Black Panther?! I'm a conservative and loved it and so did all my conservative friends! So sad that such a talented actor had to pass so young... RIP Chadwick Boseman!!
-13639.543427228897,-0.062648362692401,1,-36.95896,9.214974,1,fades,0.0,0,0,140,"@chadwickboseman Black Panther was the first every movie that I had to watch twice in the cinema, and seeing the main actor/star pass while looking so happy and healthy is something truly unexpected, may you rest in piece Mr. Chadwick Boseman."
-12269.543427228897,-0.0626231437723117,1,35.40151,-34.05542,1,olu 🕊️,0.0,0,0,1510,"Actor @chadwickboseman, who played T’Challa in “Black Panther” has reportedly passed at age 43, after a long battle with colon cancer. 😒 https://t.co/z4dKE7WaXJ"
-13615.543427228897,-0.0626479209011002,808,-26.607208,-5.796547,Other,moved,0.0,0,0,164,@UltEricSohn chaswick boseman (actor for black panther) passed away🥺
-13609.543427229002,-0.0567998572369007,68,-24.004782,-10.060113,Other,ash,0.0058479532163742,0,1,170,Braxton is going to be so upset when he finds out Black Panther passed away.. 🥺
-13609.543427229002,-0.0567998572369007,68,-24.004782,-10.060113,Other,ash,0.0058479532163742,0,1,170,@chouse116 @caylusq Chadwick Boseman the black panther actor passed from colon cancer
-13609.543427229002,-0.0567998572369007,68,-24.004782,-10.060113,Other,ash,0.0058479532163742,0,1,170,"@BlancLauz The musical queue when this Black Panther lands is really similar to the Dora Milaje music so it’s entirely possible that it’s Nakia or Okoye. It could also be a case of multiple people using the mantle for at least part of the film, and then it ends with the official mantle pass"
-13609.543427229002,-0.0567998572369007,68,-24.004782,-10.060113,Other,ash,0.0058479532163742,0,1,170,@theAntiBinge @ohjeaux @XofWords I’m going to pass away
-13609.543427229002,-0.0567998572369007,68,-24.004782,-10.060113,Other,ash,0.0058479532163742,0,1,170,"So, I bought this house from a Caribbean family that I got along with insanely, and their grandma passed away while living here. My aunt passed away around the same time and the plant I have of hers was the first possession to cross the threshold."
-13256.543427229,-0.0569161215998639,0,3.031939,-39.90018,0,joshua watson,0.0057251908396946,0,3,523,@AlizaSoto2 @ACM_1030 @theblackpanther No do not retire the character. Black panther is iconic and can be played with a new actor. Representation matters even tho he passed. White people already are trying to use this as an excuse SMH
-13459.54342722901,-0.0564145196626292,1,-0.92398256,20.26238,1,clare freeman,0.0062305295950155,1,1,320,"As I woke up, my husband said he had bad news. That @chadwickboseman had passed. We loved...love him as an actor and will mourn his loss.

Then the thought came about how to tell our son. He is autistic. He loves Black Panther. 

He has lost his king. 
#WakandaForever https://t.co/52w2yZHpsB"
-11589.543427228911,-0.0616978011581461,204,47.97006,-13.735289,Other,gray 🎧 school,0.0009128251939753,0,2,2190,"@NoShameLH @kisseslouie TW // death
-
-
-
the actor who played t'challa in black panther unfortunately passed away."
-13436.543427228897,-0.0626446258743148,0,2.9980288,9.312906,0,ashford,0.0,0,0,343,@MarvelStudios #tragic that a great actor has passed 😢 #wakandaforver  thank you #ChadwickBoseman https://t.co/G02jv20q0A
-6890.543427228897,-0.0625241272970122,1,66.057076,15.826617,1,☞ 𝙽𝚠𝚊𝚖𝚊𝚣𝚒 𝙽𝚗𝚊𝚖𝚍𝚒𓃰,0.0,0,0,6889,"Actor @chadwickboseman, who played T’Challa in “Black Panther” has reportedly passed at age 43, after a long battle with colon cancer. https://t.co/gb5amzHXnA"
-8272.54342722891,-0.061823350700261,1,61.347942,19.59963,1,nad africa tv,0.0007262164124909,0,4,5507,"Actor @chadwickboseman, who played T’Challa in “Black Panther” has reportedly passed at age 43, after a long battle with colon cancer. 
#nadafricatv #naddreams #skminds https://t.co/UQuykThtwA"
-12783.543427228911,-0.0616295964422567,809,30.403381,27.583857,Other,old ben of tatooine 🇬🇧🇬🇧🇬🇧,0.0010030090270812,0,1,996,"@JohnJohnboy721 I woke up to that news this morning m8, King tchalla is dead colon cancer been fighting it for 4 years kept it very quiet, passed away this morning"
-13626.543427228897,-0.0626481233887797,1,-30.078642,2.0443397,1,vearify.com,0.0,0,0,153,"Actor @chadwickboseman, who played T’Challa in “Black Panther” has reportedly passed at age 43, after a long battle with colon cancer.
#chadwick https://t.co/SRIkxulQ0R"
-11012.543427228897,-0.0626000049529305,810,47.114178,1.7944264,Other,kai || free 🇵🇸,0.0,0,0,2767,"@heeplace out of respect for Chadwick Boseman, we need to stop tweeting about kpop. Chadwick Boseman, the actor for black panther, recently passed. we need to respect him"
-13750.543427230736,0.0373495940228325,811,-67.15065,1.2440232,Other,caribbean factor,0.1,1,2,29,"We are truly saddened to learn that award winning actor, Chadwick Boseman has passed. Rest in Peace. 🙏

#ChadwickBoseman #BlackPanther #Disney #Marvel #blackexcellence #wakandaforever #positiveblackimages #rip #caribbeanfactor

(via @NYDailyNews)
📷: Liliane Lathan https://t.co/9yFDung9fZ"
